figure,references,text_len,ocr_items,avg_conf,ink_ratio,blue_red_ratio,class,ocr_preview
src07_p014.jpg,07_assignments_04.tex:558,37,5,0.5583,0.01823,0.0,diagram_heavy_redraw_or_crop,tb 2 22. 013 B格一F Mr Fp× )- Fpx 2= 3p
src08_p001.jpg,08_assignments_05.tex:38,218,17,0.7832,0.01855,0.0,mixed_text_and_diagram,研究生入学考试辅导丛书结构大 Fp (a) 图 2 - 139 六、练习题 2-23图2-140所示桁架中零杆的数为（不包括支座链杆）（ ）。（中南大学 2010) A.6根 B.7根 C.8根 D.9 根 2-24计算图2-141所示桁架中1、2杆件的轴力。（重庆大学2010) 图2-140 图 2 - 12 2-25求图2-142所示结构中指定杆件1、2的轴力。（广州 2-26求图2-143所示结构中指定杆件1、2的轴力。（广州
src08_p002.jpg,08_assignments_05.tex:88,292,21,0.7617,0.03177,0.0,text_heavy_convert_to_latex,50kN 30kN Fp 图 2 - 112 图2-143 2-27求图2－144所示桁架中1、2杆的轴。（西南交通大学2008） 2-28作图2-145所示桁架中a、h、c杆轴力，（西南交通大学2010） Fp 2F 图2-144 图2-145 2 - 29 试求图2-146所示桁架中α、6杆件的内力。（东北大学2007） 2-30求图2-147所示桁架中a、6杆件的内力。（北京航空航天大学2008） 2d 6xl 图2-146 图 
src08_p003.jpg,08_assignments_05.tex:160,462,26,0.774,0.03363,0.0,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构力 图2-148 图 2 - 149 七、练习题答案 2-23 C. 2-24 F=/2Fp/2; Fz2=—Fp/2。 2 - 25 F--50kN;Fs2--50/2/3kN。 2-26 F=4V2Fp/3;Fs2=2V10FP/3. 2 - 27 FN=/2FP:FN20。 2-28F一一/2F/2，Fm—/2Fp/2：FN一Fp/2。提示：先求支座反力，再依次取 截面I-I、Ⅱ-Ⅱ、Ⅱ-Ⅲ，见图2-15
src09_p001.jpg,09_assignments_06.tex:58,355,25,0.8004,0.02786,0.0,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构力 根据结构与荷载特点，尽量利 (a) 图 2-162 三、练习题 2-33图2-163所示结构中杆AB的轴力为（ ）。（哈尔滨业大学2011） A.0 B. —0.894 Fp C.—0.5Fp D. -Fp 2-34对图2-164所示结构，作受弯杆件的弯矩图，算出各链杆的轴力（标注在杆件 旁边）。（北京交通大学2010） 图 2 - 163 图 2 - 2 - 35 对图2165所示结构作弯矩图，并求杆件1
src09_p002.jpg,09_assignments_06.tex:112,177,21,0.74,0.02054,0.0,mixed_text_and_diagram,3m 4m 图 2 - 165 图2~166 图2-167 2k/m 4m 图 2 - 168  图2-169 四、练习题答案 2- 33 2 34 答案见图2170。 2 - 35 FN1=—2ql；弯矩图见图2-171。 2 - 36 弯矩图、剪力图、轴力图如图2－172（a）、（b）、（c）所示 M图、F图 M图 图 2 - 170 图2-171
src09_p003.jpg,09_assignments_06.tex:200,360,41,0.7442,0.03218,0.0,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构力 40 140 140 50 300 350 M图(kN-m) Fo图(kN) FN图(KN) (b) (8) (c) 图 2 - 172 2~37 弯矩图如图2-173所示。 2 -38 弯矩图如图2-174所示。 2 - 39 弯矩图如图2-175所示。 Fpl 32 Fpl 24 2Fp! 48 2Fpr MEI M图 图 2 - 174  图2173 图 2-175 第四节三铰拱 、拱的受力特点 （1
src10_p001.jpg,10_assignments_07.tex:86,367,42,0.7321,0.02686,0.0,text_heavy_convert_to_latex,五、练习题 2-40图2-188所示-钟 轴线方程为 4 f 12 (lx2)。（广西大学2010) 2 - 41 图2=189所示二铰拱的水平支座反力是多少？（武汉大学2010） -20kN/m 48kN 20kN 20kN 10m 6m 6m 3m 3m 6m 图] 2 - 188 图2-189 2 - 42 图2-190所示结构中，链杆AB的轴力为 。（以受拉为正）（中南大学 2010) 2-43图2-191所示=铰拱，拱轴线方程
src11_p001.jpg,11_assignments_08.tex:58,162,8,0.8572,0.01348,0.0,mixed_text_and_diagram,五、练习题 3-1图3-48所示结构在任意长度可移动荷载20kN/m作用 值FQKmax为_ 。（天津大学2010） 3-2求图3-48所示结构在任意长度可动均布荷载20kN/m 矩|Mkmaxl。（华南理工大学2013) 3-3图3-49所示多跨梁，截面K的剪力影响线在K点的 ，在图示移动荷载作用下，截面K的剪力最大值为
src11_p002.jpg,11_assignments_08.tex:162,499,44,0.7366,0.04688,0.0,text_heavy_convert_to_latex,研究生入学考试辅导丛书结构力： 20kN/m Im 8m 4m 2ml2ml 2m 图3-48 图3-49 3 - 4 用机动法作图3-50所示多跨静定梁中MA、F、Me、MH的影响线。（湖南大 学2008） 3- 5 作图3-51所示结构的FQK左、FQk右、Mk（下侧受拉为正）影响线。（广州大学 2011) [Fp=] Fp=1 1m 3m [Im LIm lIm/ 1m 2m 2m 2m 2m 图3~50 图3-51 3-6用静力
src11_p003.jpg,11_assignments_08.tex:242,518,32,0.7678,0.04505,0.0,text_heavy_convert_to_latex,6xa 图3-55 3-11图3-57所示结构，单位荷载Fp=1方向向下，沿B、C、D运动。（1）作轴 力FNDE、剪力FQc和M的影响线。（2）若CD杆受到图示荷载作用，利用影响线计算 FnDE和Mr。（武汉理工大学2011） [Fp-=1 4kN/m 4m 3m 4m 3m 4m 4m 3m 图3-56 图 3-57 3-12试求3-58所示结构内力影响线MB、FNB4、FQ:（单位荷载Fp=1在DF段移 动）。（青岛理工大学200
src11_p004.jpg,11_assignments_08.tex:292,104,22,0.6804,0.00936,0.0,mixed_text_and_diagram,研究生入学考试辅导丛书结构力学 Fp=1 FHA Fhe 12 3m 3m 112 图3-60 图 3 - 61 30kN 10kN |30kN Im Fp=1 2m 6m 4m 4m 4m 4m 图3-62
src11_p005.jpg,11_assignments_08.tex:318,15,5,0.5828,0.01684,0.0,diagram_heavy_redraw_or_crop,五习题 ym 2m 33 2m
src11_p006.jpg,11_assignments_08.tex:336,28,5,0.56,0.01777,0.0,diagram_heavy_redraw_or_crop,3-6. Ioy × 44 = X--h? 40 :40
src11_p007.jpg,11_assignments_08.tex:372,92,13,0.6023,0.02961,0.01419,mixed_text_and_diagram,"40 40 JG-X EM=0 ,Foy× 44+ 1x[×-t4)0, = 24 FRE- 40 Hob- 792x x9a, Fyp= M-X ×84- 1(99-×)=× ME="
src11_p008.jpg,11_assignments_08.tex:386,14,2,0.7084,0.03777,0.00693,diagram_heavy_redraw_or_crop,当单位力作用在上弦。 斗在D
src11_p009.jpg,11_assignments_08.tex:396,23,3,0.6564,0.01787,0.00566,diagram_heavy_redraw_or_crop,在6左例右史， Fm=F，在右时 例，F=Fa
src11_p010.jpg,11_assignments_08.tex:452,334,18,0.752,0.03747,0.0,text_heavy_convert_to_latex,单位力作川在下弦附 （1）杆轴彤响线 于作用在「弦札同，可接酬出 （a）所示。 (0) （2）1杆轴力影响线 采用联合法，断开1杆［见图（b）」。令晰II两端发生单位利对位移，AC、DB段影响线应分别保 持为线，取A、C、D和B为关键点。单位作用在A点和B点附，力通过坚杆直接传递给人地了， 所以y-0。单位力作川在C点时，如图（c），求出支庞反力，取「一「截而以石部分隔离体，根 据贤向力衡川求出 断斥1杆府，链杆和CD相尚」定向节点，因
src11_p011.jpg,11_assignments_08.tex:492,209,14,0.7343,0.02923,0.0,mixed_text_and_diagram,（1）3杆轴影响线 采用联合法，断开3杆［见图（1 E、BF段影响线应分别保 持为线，取A、E、B和F为关键点。 上竖杆南接传递给人大地了， 所以y-0。非单位力作川在E点止 截而以石部分隔离体，根 V2 据竖向力平衡可求出N 当断开3杆盾，链杆KL利E利当于定向节点，因此AE和BF两段的 V2 影响线应保持平行，根据AE段影响线，可以求出单位力作用在F点附N 连接所有关健点竖 标，可得3杆力影响线，如图（h）所。
src11_p012.jpg,11_assignments_08.tex:498,0,0,0.0,0.00881,0.0,diagram_heavy_redraw_or_crop,
src11_p013.jpg,11_assignments_08.tex:508,0,0,0.0,0.00736,0.0,diagram_heavy_redraw_or_crop,
src11_p014.jpg,11_assignments_08.tex:634,314,20,0.7742,0.02384,0.0,text_heavy_convert_to_latex,"3-11、(1) 解：1F影响线 采用联合法：取B、C、D为关键 力为 0.当单位力作用在 D 点时如图（a）所示，根据结点D竖向： 影响线如图（b）所示。 (b) 2Fomc影响线 用机动法。去掉相应的约束，画出虚位移图[见图（c)）]．令Foi对应的位移等于1．求出影响线的竖标 后可得到BC杆B端截面的剪力影响线如图）（d）所示。 (c) (d, 3MB影响线 用机动法。去掉相应的约束，画出虚位移图[见图】（e)]、令M&对应的位移"
src11_p015.jpg,11_assignments_08.tex:642,11,1,0.6182,0.0104,0.0,diagram_heavy_redraw_or_crop,岁F作用于时，NWAB
src11_p016.jpg,11_assignments_08.tex:664,53,8,0.5549,0.02934,0.00984,diagram_heavy_redraw_or_crop,3、作用处，M h作用ob，M 作用于B M作CID时，k。 MB向线 ），，因物彩同线为 N. N120
src11_p017.jpg,11_assignments_08.tex:688,11,2,0.6473,0.01958,0.0,diagram_heavy_redraw_or_crop,0:1W (1) Fp
